,company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year
2366,Cell Propulsion,2016,Bangalore,—,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,Unknown,84000,Seed,2018
2367,WakeFit,2016,Bangalore,"Manufacturing, Retail",Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,Unknown,7800000,Venture - Series Unknown,2018
2368,Vivish Technologies (myGate),2016,Bengaluru,"Apps, Information Services, Information Technology",India's leading mobile based security management solution .,Unknown,7800000,Series A,2018
2369,MyLoanCare,2016,Gurgaon,"Credit, Financial Services, Lending, Marketplace",Leading Online Loans Marketplace in India,Unknown,780000,Series A,2018
2370,BlueJack,2016,Delhi,Autonomous Vehicles,Delhi-based online used vehicles marketplace.,Unknown,768000,Seed,2018
2371,Earth Food,2016,Pune,"Food and Beverage, Food Processing",Earth Food is a healthy Food Start Up.,Unknown,768000,Seed,2018
2372,FabAlley,2016,Noida,"E-Commerce, Fashion, Lifestyle","FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Unknown,7200000,Series B,2018
2373,ElasticRun,2016,Pune,"Delivery, Logistics, Transportation",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Unknown,7200000,Series B,2018
2374,Ummeed Housing Finance Private Limited,2016,Haryana,"Finance, Financial Services",Ummeed Housing Finance Private Limited,Unknown,7200000,Series C,2018
2375,FoodBuddy,2016,Belgaum,"Food Delivery, Online Portals, Restaurants","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Unknown,720000,Seed,2018
2376,Lendbox,2016,Delhi,"Crowdfunding, Financial Services, Internet",Lendbox is India's leading peer-to-peer lending online lending platform.,Unknown,720000,Seed,2018
2377,Ultraviolette Automotive,2016,Bangalore,"Automotive, Electric Vehicle, Energy Storage",Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Unknown,720,Series A,2018
2378,CropIn Technologies,2016,Bengaluru,"Agriculture, Mobile","To discover, develop and deliver innovative solution in Agtech Space",Unknown,6960000,Series B,2018
2379,Jagaran Microfin,2016,Kolkata,—,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,Unknown,6600000,Debt Financing,2018
2380,Quikr,2016,Bangalore,"Classifieds, Internet, Marketplace, Rental Property","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Unknown,6600000,Debt Financing,2018
2381,Sukkhi Jewellery,2016,Mumbai,"Fashion, Jewelry",Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Unknown,6120000,Venture - Series Unknown,2018
2382,Antariksh Waste Ventures Pvt ltd,2016,Chennai,"Internet of Things, Waste Management",Waste Management for Smart Cities,Unknown,6000,Seed,2018
2383,Hyperdata.IO,2016,Hyderabad,Market Research,Hyperdata combines advanced machine learning with human intelligence.,Unknown,600000,Angel,2018
2384,OTO Capital,2016,Mumbai,Automotive,OTO Capital is a platform that allows you to own a car faster than ever.,"Falcon Edge, Softbank",600000,Seed,2018
2385,Avishkaar Box,2016,Delhi,"Children, Education, Parenting","Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",Unknown,600000,Seed,2018
2386,Awign Enterprises,2016,Bangalore,"Business Development, Market Research, Outsourcing",Operations and manpower outsourcing startup,Unknown,600000,Seed,2018
2387,True Elements,2016,Pune,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Unknown,600000,Seed,2018
2388,i2ifunding,2016,Noida,"Crowdfunding, Finance, Financial Services",i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,Unknown,600000,Angel,2018
2389,Cashkumar,2016,Bengaluru,"Consumer Lending, Finance, FinTech",A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,Unknown,600000,Seed,2018
2390,Charcoal Eats,2016,Mumbai,Food Processing,Charcoal Eats aims to bring Dominos style standardisation.,Unknown,600000,Seed,2018
2391,Med365 Healthcare,2016,Jaipur,Health Diagnostics,"Wellness, Specialised Testing, Healthcare at Home",Unknown,600000,Seed,2018
2392,Fusion Microfinance,2016,New Delhi,"Banking, Finance, Financial Services",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Unknown,62400000,Series E,2018
2393,Tolet for Students,2016,Jodhpur,Hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",Hindustan Media Venture,60000,Seed,2018
2394,Kuants,2016,Gurgaon,Financial Services,Algorithmic trading platform.,"3one4 Capital, Kalaari Capital",60000,Seed,2018
2395,Idha Skin Clinic,2016,Bangalore City,"Beauty, Cosmetics, Health Care, Service Industry",Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,Unknown,60000,Seed,2018
2396,Rooter,2016,India,Sports,Rooter is a mobile-based platform,"Darq Capital, Jagadeesh Atukuri",540000,Seed,2018
2397,Hush - Speak Up. Make Work Better,2016,Bangalore,"Communities, Leisure, Mobile Apps, Software",Enabling diversity of opinions in organizations,Unknown,540000,Seed,2018
2398,FeedMyPockets,2016,Bangalore City,"Advertising, Human Resources, Marketing",On Demand Staffing Platform,Unknown,528000,Seed,2018
2399,SATYA Microcapital,2016,New Delhi,"Finance, Financial Exchanges, Financial Services, Micro Lending",New Delhi-based non-banking financial company.,Unknown,4800000,Venture - Series Unknown,2018
2400,GoBolt,2016,New Delhi,"Logistics, Railroad, Transportation",Delhi-based logistics technology.,Unknown,4800000,Venture - Series Unknown,2018
2401,Happy Cow Dairy,2016,Mumbai,"Agriculture, Farming",A startup which aggregates milk from dairy farmers in rural Maharashtra.,Unknown,480000,Seed,2018
2402,UClean,2016,India,"Clean Energy, CleanTech, Laundry and Dry-cleaning",UClean is a tech enabled laundry service provider.,Unknown,480000,Seed,2018
2403,Dainik Jagran,2016,Kanpur,"Media and Entertainment, News, Outdoors",Dainik Jagran is a media and communications group.,Unknown,480000,Seed,2018
2404,RupeeCircle,2016,Mumbai,"Financial Services, Lending, Peer to Peer",RupeeCircle is a new age finance company.,Unknown,480000,Seed,2018
2405,Career Anna,2016,Bangalore,"Commercial, E-Learning, Education",India's Go to Career Commerce Portal,Unknown,480000,Seed,2018
2406,GamingMonk,2016,New Delhi,"eSports, Gaming, Video Games","GamingMonk is an eSports gaming company based out of New Delhi, India.",Unknown,480000,Series A,2018
2407,ClearTax,2016,New Delhi,"Accounting, Apps, FinTech",ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Unknown,48000000,Series B,2018
2408,Hoi Foods,2016,Gurgaon,"Food and Beverage, Food Delivery",India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Unknown,432000,Seed,2018
2409,Sleepy Owl Coffee,2016,New Delhi,Food and Beverage,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Unknown,420000,Seed,2018
2410,Inner Being Wellness,2016,Hyderabad,—,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",Unknown,420000,Angel,2018
2411,Doubtnut,2016,Gurgaon,"E-Learning, EdTech, Education, Image Recognition, Machine Learning, STEM Education",Gurgaon based E-learning platform.,Unknown,420000,Seed,2018
2412,CleanseCar,2016,Bangalore,Automotive,CleanseCar is a company provides Washing and Repair Services.,"Falcon Edge, Softbank",420000,Angel,2018
2413,Droni Tech,2016,Mumbai,Information Technology,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,"FMC, Omnivore, Blume Ventures",420000,Seed,2018
2414,Racetrack,2016,Bangalore,"Artificial Intelligence, Cloud Computing, Video","Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Unknown,4104000,Seed,2018
2415,Perpule,2016,Bangalore,"Apps, Payments, Retail",Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Unknown,4080000,Series A,2018
2416,Printline Media(ThePrint),2016,New Delhi,"Digital Media, News, Publishing",A digital news platform.,Unknown,418800,Seed,2018
2417,Carmesi,2016,Gurgaon,Healthcare,Carmesi is a brand of high-end menstrual-hygiene products in India.,Venture Catalysts,408000,Seed,2018
2418,Hey Deedee,2016,Mumbai,"Delivery Service, Logistics, Service Industry",Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,Unknown,396000,Seed,2018
2419,mCaffeine,2016,Mumbai,Consumer Goods,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,A91 Partners,384000,Seed,2018
2420,Kriger Campus,2016,New Delhi,Education,A Education Start Up.,Aarin Capital,360000,Seed,2018
2421,Be U Salons,2016,New Delhi,"Apps, Beauty, Consumer, Retail",Be U is India's first subscription based Salon Chain.,Unknown,360000,Seed,2018
2422,Log 9 Materials,2016,Uttar Pradesh,Nanotechnology,Log 9 Materials is a nano-materials manufacturing and RnD startup,Petronas Ventures,360000,Seed,2018
2423,Nivesh.com,2016,Noida,"Finance, Financial Services, Marketing",Nivesh.com is a mass market mutual funds investment platform.,Unknown,360000,Seed,2018
2424,9stacks,2016,Delhi,"Online Games, Software",Online gaming startup.,Unknown,3360000,Series A,2018
2425,Flyrobe,2016,Mumbai,"Fashion, Lifestyle, Rental",Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,Unknown,3168000,Series B,2018
2426,Planet11 eCommerce Solutions India (Avenue11),2016,Bengaluru,—,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",Unknown,3120000,Corporate Round,2018
2427,MedCords,2016,Pune,Wellness,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Unknown,316800,Seed,2018
2428,Portea Medical,2016,Bangalore,"Health Care, Hospital, Medical",Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Unknown,3000000,Debt Financing,2018
2429,BuildSupply,2016,Gurgaon,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",India’s most advanced ERP system for the real estate,Unknown,3000000,Series A,2018
2430,Picture TIme,2016,New Delhi,Digital Entertainment,Operator of low-cost mobile cinema theatres in rural areas.,Unknown,3000000,Seed,2018
2431,Sensibull,2016,Bangalore,Trading platform,Investment Management Platform,"Saama Capital, India Quotient",300000,Seed,2018
2432,GuruQ,2016,New Delhi,Reading Apps,A one of its kind digital integrated platform connecting tutors and students.,Unknown,300000,Seed,2018
2433,MobiKwik,2016,Gurgaon,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Unknown,2880000,Series E,2018
2434,Signzy,2016,Bangalore,"Computer, FinTech, Risk Management, Software",Signzy are creating 'building blocks for a Digital Trust system.,Unknown,2880000,Series A,2018
2435,Streak,2016,Bangalore,Financial Services,Algorithmic trading platform.,"3one4 Capital, Kalaari Capital",270000,Seed,2018
2436,GoZefo,2016,Bangalore,"Computer, Furniture, Software",Startup working on a white space in the eCommerce industry.,Unknown,2520000,Venture - Series Unknown,2018
2437,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,2016,Pune,—,Digital Marketing Agency,Unknown,2400,Seed,2018
2438,Vistara,2016,Haryana,Aerospace,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Unknown,240000000,Private Equity,2018
2439,Chariot Tech,2016,New Delhi,"Internet of Things, Telecommunications",Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,Unknown,240000,Seed,2018
2440,Chai Kings,2016,Chennai,"Food and Beverage, Tea",Chai Kings is a tea retail chain,Unknown,240000,Seed,2018
2441,Playtoome,2016,Bengaluru,"Broadcasting, Media and Entertainment, Music, Music Streaming, Video, Video Streaming",Playtoome is a live entertainment destination,Unknown,240000,Seed,2018
2442,LearnApp,2016,Noida,"Banking, E-Learning, Trading Platform","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Unknown,240000,Seed,2018
2443,EGK Foods,2016,Mumbai,"Food and Beverage, Food Processing, Organic Food, Snack Food",A food processing enterprise registered with StartUp India .,Unknown,240000,Seed,2018
2444,Bonphul Air Products,2016,Delhi,CleanTech,A clean tech product Company,"Asha Impact, Aavishkaar Venture Capital",240000,Angel,2018
2445,Rocketium,2016,Bangalore,"Marketing, Social Media, Video",Easy video creation for social media.,Unknown,240000,Seed,2018
2446,Lavelle Networks,2016,Bengaluru,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Unknown,240000,Venture - Series Unknown,2018
2447,APAC Financial Services,2016,Mumbai,"Finance, Financial Services",APAC Financial Services is a financial services platform.,Unknown,30000000,Private Equity,2018
2448,Ninjacart,2016,Bengaluru,"AgTech, B2B, Supply Chain Management",Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,Unknown,30000000,Series B,2018
2449,INdwealth,2016,Gurgaon,Financial Services,INDwealth is an Artificial Intelligence (AI) powered wealth management company,"3one4 Capital, Kalaari Capital",26400000,Seed,2018
2450,Blackbuck,2016,Bengaluru,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Blackbuck is a logistics startup based in India.,Unknown,24355200,Series D,2018
2451,Design Cafe,2016,Bengaluru,"Home Decor, Home Improvement, Home Renovation, Home Services, Interior Design, Smart Home","Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Unknown,24000000,Series B,2018
2452,Rays Power Infra,2016,Jaipur,"Energy, Solar",Rays Power Infra is a leading integrated Solar Power Company.,Unknown,24000000,Venture - Series Unknown,2018
2453,Aavas Financiers,2016,Jaipur,"Finance, Financial Services","Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Unknown,24000000,Post-IPO Debt,2018
2454,VTION,2016,Gurgaon,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,Unknown,230400,Seed,2018
2455,Worxogo,2016,Bangalore,Information Technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,"FMC, Omnivore, Blume Ventures",1980000,Series A,2018
2456,ZunRoof,2016,Gurgaon,"Environmental Consulting, Renewable Energy",ZunRoof is a rooftop focused solar startup.,Unknown,199200,Angel,2018
2457,Tripshelf,2016,Kalkaji,"Internet, Leisure, Marketplace",Tripshelf is an online market place for holiday packages.,Unknown,192000,Seed,2018
2458,PlanetSpark,2016,Gurgaon,"E-Learning, EdTech, Education",PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Unknown,192000,Seed,2018
2459,Aviom India Housing Finance,2016,New Delhi,Finance,Delhi based housing finance company.,Balancehero,1800000,Series A,2018
2460,Iba Halal Care,2016,Ahmedabad,—,Iba Halal Care is a cosmetics brand company.,Unknown,1800000,Series A,2018
2461,Indiabulls Ventures,2016,Mumbai,"Financial Services, Venture Capital",Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Unknown,184704000,Post-IPO Equity,2018
2462,Arogya MedTech,2016,Kolkata,"Health Care, Medical",Arogya MedTech is a Research & Development organization in Bio-Medical industry.,Unknown,180000,Seed,2018
2463,arzooo.com,2016,Bangalore,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,Unknown,180000,Seed,2018
2464,Planys Technologies,2016,Chennai,"Manufacturing, Oil and Gas, Robotics",Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,Unknown,1682400,Series A,2018
2465,CloudSEK,2016,Bengaluru,"Information Technology, SaaS, Security",Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,Unknown,1680000,Seed,2018
2466,Cube,2016,Mumbai,"Banking, Financial Services, FinTech",Cube is consumer banking focused fintech company.,Unknown,1680000,Series A,2018
2467,Qbera,2016,Bangalore,"Finance, Financial Services",Qbera is a managed marketplace for unsecured personal loans.,Unknown,1680000,Venture - Series Unknown,2018
2468,Wellthy Therapeutics Pvt Ltd,2016,Mumbai,"Health Care, Hospital","Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",Unknown,1620000,Seed,2018
2469,Aashiyaan Housing and Development Finance,2016,Kolkata,Financial Services,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,"3one4 Capital, Kalaari Capital",1620000,Seed,2018
2470,DataTrained,2016,Bangalore,"EdTech, Education","DataTrained is a educational platform, which operates an ed-tech startup on data science",Unknown,1440000,Seed,2018
2471,CoinGeto,2016,Delhi,"Cryptocurrency, Trading Platform",CoinGeto is one of India’s most advanced digital assets exchange.,Unknown,1440000,Seed,2018
2472,Notesgen,2016,New Delhi,"EdTech, Education, Enterprise Software, Peer to Peer",A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Unknown,150000,Seed,2018
2473,Haazri,2016,Mumbai,"Food and Beverage, Snack Food, Tea",Haazri is a tea and snack quick service restaurant startup,Unknown,150000,Seed,2018
2474,Eggoz,2016,Indore,"Food and Beverage, Food Processing",Eggoz is a full-stack layer poultry business operator & service provider .,Unknown,144000,Angel,2018
2475,Parkwheels,2016,Haryana,"Industrial, Industrial Automation","Parkwheels aims at solving the big, bad & unsexy parking problems of India.",Unknown,144000,Seed,2018
2476,MissMalini Entertainment,2016,Mumbai,—,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",Unknown,1248000,Seed,2018
2477,HousingMan.com,2016,Bengaluru,—,"New Apartments, Flats for Sale in Bangalore",Unknown,1236000,Seed,2018
2478,Forum for Innovation Incubation Research and Entrepreneurship,2016,Margão,"Funding Platform, Incubators, Non Profit","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown,1230000,Grant,2018
2479,Pitstop,2016,Bengaluru,"Automotive, Search Engine, Service Industry",Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Unknown,1200000,Seed,2018
2480,FastFox,2016,Gurgaon,Rental,FastFox: Market Network for Home Rentals (India),Avon Cycles,1200000,Series A,2018
2481,Wishberry,2016,Mumbai,"Crowdfunding, Finance, Financial Services",Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,Unknown,1200000,Series A,2018
2482,Next Digital Solutions,2016,Kota,"Digital Marketing, SEM, SEO, Web Development",Next Digital Solutions is website design & Digital Marketing development company.,Unknown,1200,Angel,2018
2483,Classworks India,2016,Chennai,"Education, Information Technology, Internet, Mobile, Software","Saas, Web App, Mobile App, School Education",Unknown,1200,Venture - Series Unknown,2018
2484,Workflexi,2016,Bangalore,Human Resources,"Be Smart, Work on Contract,Be Smart, Hire on Contract",Callapina Capital,120000,Seed,2018
2485,Chtrbox,2016,Mumbai,"Advertising, Internet, Marketing",Chtrbox connects social media influencers with brands .,Unknown,120000,Angel,2018
2486,Multibashi,2016,Bengaluru,"E-Learning, Internet",Free language learning platform.,Unknown,120000,Seed,2018
2487,Hero Electric,2016,New Delhi,Manufacturing,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.","Blume Ventures, Tetrao",19200000,Venture - Series Unknown,2018
2488,Kogta Financial India Limited,2016,Jaipur,Financial Services,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,"3one4 Capital, Kalaari Capital",18480000,Series B,2018
2489,Magicpin,2016,Gurgaon,"E-Commerce, E-Commerce Platforms, Retail","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",Unknown,16920000,Series C,2018
2490,LT Foods,2016,New Delhi,"Food and Beverage, Food Processing, Manufacturing",LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,Unknown,16800000,Post-IPO Equity,2018
2491,Chezuba,2016,Hyderabad,"Internet, Social Entrepreneurship",Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,Unknown,16800,Angel,2018
2492,Articbot,2016,Kannur,"Artificial Intelligence, Information Technology",Articbot is a conversational AI platform for automated customer support and lead generation,Unknown,14400,Grant,2018
2493,Traveo Soft Pvt. Ltd.,2016,Bangalore,"Mobile, Software, Travel",AI based Business Travel & Expense management,Unknown,14400,Venture - Series Unknown,2018
2494,Nykaa,2016,Mumbai,"Beauty, Fashion, Wellness",Nykaa.com is a premier online beauty and wellness destination,Unknown,13560000,Secondary Market,2018
2495,Studds Accessories,2016,Faridabad,E-commerce,Studds Accessories is a scooter accessories service provider in India,"Ascent Capital, Iron Pillar",12000000,Private Equity,2018
2496,LetsTransport,2016,Bangalore,"Logistics, Transportation, Travel",Lets transport is a logistics solution provider.,Unknown,12000000,Series B,2018
2497,PerkFinance,2016,Bangalore,"Consumer Lending, FinTech",PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Unknown,900000,Seed,2018
2498,BIGPHI TECHNOLOGIES PVT. LTD.,2016,Bangalore,Fashion,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Bessemer Venture Partners,900000,Angel,2018
2499,Guiddoo World,2016,Mumbai,"Audio, Mobile, Tourism, Travel",We build In-Destination Experiences!,Unknown,800000,Seed,2018
2500,SBI Life,2016,Mumbai,Insurance,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,"9Unicorns, ZNL",742000000,Private Equity,2018
2501,Milkbasket,2016,Haryana,"E-Commerce, Food and Beverage, Internet","Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Unknown,7000000,Series A,2018
2502,NIRAMAI Health Analytix,2016,Bangalore,"Health Care, Hospital",NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,Unknown,6000000,Seed,2018
2503,HealthifyMe,2016,Bangalore,"Apps, Fitness, Health Care, mHealth",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Unknown,6000000,Series B,2018
2504,Byju's,2016,Bangalore,"EdTech, Education, Higher Education, Secondary Education",BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Unknown,540000000,Private Equity,2018
2505,UrbanClap,2016,Delhi,"Apps, Home Services, Information Services, Information Technology",UrbanClap is India's leading managed marketplace for home services.,Unknown,50000000,Series D,2018
2506,Meesho,2016,Bangalore,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Unknown,50000000,Series C,2018
2507,HalaPlay Technologies,2016,Bangalore,"Digital Entertainment, Fantasy Sports, Sports",A daily fantasy sports platform.,Unknown,5000000,Series A,2018
2508,Mobile Premier League (MPL),2016,Bengaluru,"Gaming, iOS, Sports",Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Unknown,5000000,Series A,2018
2509,InCred,2016,Mumbai,"Banking, Finance, Financial Services",InCred Finance is a mumbai-based non-banking financial company,Unknown,41900000,Private Equity,2018
2510,ERUDITUS Executive Education,2016,Mumbai,"Continuing Education, EdTech, Education, Skill Assessment","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",Unknown,40000000,Series C,2018
2511,WalMart India,2016,Gurgaon,Retail,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,","Unicorn India Ventures, SEA Fund, Devdatt Shah",37680000,Venture - Series Unknown,2018
2512,Toppr,2016,Mumbai,"EdTech, Education, Knowledge Management",Toppr.com is an online preparation platform for entrance exams in India.,Unknown,35000000,Series C,2018
2513,Satin Creditcare Network Limited (SCNL),2016,New Delhi,"Banking, Finance, Financial Services, Non Profit",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Unknown,30000000,Post-IPO Debt,2018
2514,NoPaperForms Solutions Pvt. Ltd.,2016,New Delhi,"EdTech, Education, Information Services, SaaS","NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Unknown,3980000,Series B,2018
2515,MechMocha,2016,Bangalore,"Digital Entertainment, Mobile, PC Games",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,Unknown,3530000,Series B,2018
2516,Detect Technologies,2016,Chennai,"Artificial Intelligence, Energy, Oil and Gas",Completely automated remote control system.,Unknown,3300000,Series A,2018
2517,Housejoy,2016,Bengaluru,"Beauty, Fitness, Home Services, Internet",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Unknown,3240000,Series B,2018
2518,The Souled Store,2016,Mumbai,"Fashion, Graphic Design, Wearables","The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",Unknown,3000000,Venture - Series Unknown,2018
2519,Verloop,2016,Bangalore,"Customer Service, Information Technology, Internet, Sales Automation",Verloop is an automated customer support and engagement platform.,Unknown,3000000,Series A,2018
2520,Vivriti Capital,2016,Chennai,Financial Services,Vivriti Capital is an online platform for institutional debt in India.,"3one4 Capital, Kalaari Capital",28500000,Venture - Series Unknown,2018
2521,Gugu,2016,Coimbatore,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Unknown,250000,Seed,2018
2522,Moglix,2016,Noida,"B2B, E-Commerce, Mobile","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Unknown,23000000,Series C,2018
2523,Royal Sundaram General Insurance Co. Limited,2016,Kalpakkam,"Health Insurance, Insurance, Life Insurance","Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Unknown,210000000,Corporate Round,2018
2524,Aldopay,2016,Chennai,Mobile Payments,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,Unknown,200000,Seed,2018
2525,Vizzbee,2016,Bhopal,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Autonomous Drone Solutions for last mile delivery as well as search and rescue,Unknown,20000,Pre-seed,2018
2526,OneAssist,2016,Mumbai,"Financial Services, SaaS, Security",OneAssist is a protection & assistance services platform.,Unknown,2400000,Debt Financing,2018
2527,Impact Guru,2016,Mumbai,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Unknown,2000000,Series A,2018
2528,Shopkirana,2016,Indore,"E-Commerce, Mobile, Retail",Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,Unknown,2000000,Venture - Series Unknown,2018
2529,Yaantra,2016,Delhi,"Information Services, Information Technology, Mobile, Software","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",Unknown,2000000,Debt Financing,2018
2530,MadGuy Labs,2016,Hyderabad,E-learning,MadGuy Labs is a Online Test-prep Platform.,Inflection Point Ventures,150000,Venture - Series Unknown,2018
2531,artbandhu,2016,Bangalore,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",Ai platform for Art and Creative Community,Unknown,15000,Pre-seed,2018
2532,WHR,2016,Pune,"Health Care, Information Technology","WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Unknown,143145,Seed,2018
2533,WheelsEMI,2016,Pune,—,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Unknown,14000000,Series B,2018
2534,Shop101,2016,Mumbai,"Apps, E-Commerce, Internet",#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Unknown,11000000,Series B,2018
2535,Vedantu,2016,Bangalore,"EdTech, Education, Mobile, Tutoring",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,Unknown,11000000,Series B,2018
